UniprotID.TF	UniprotID.Target	NCBI.GeneID.TF	NCBI.GeneID.Target	Name.TF	Name.Target	Detection.method	PubmedID	Organism	Source.database
P32608	P08679	852640	850361	RTG2	CIT2	northern blot	10490611,24170807	Saccharomyces cerevisiae	Yeastract
P33749	P53839	853803	855447	MSN4	GOR1	array technology/partial DNA sequence identification by hybridization,electrophoretic mobility-based method	16926161,19734328,12100562,21749328,24170807,19503593,16710843,15870279,18931682	Saccharomyces cerevisiae	Yeastract
P33749	P17505	853803	853777	MSN4	MDH1	chromatin immunoprecipitation array,experimental interaction detection	15343339,10411744,24170807	Saccharomyces cerevisiae	Yeastract
P41546	P38753	850513	856387	HAC1	HSE1	footprinting,full identification by RNA sequencing	30016623,24170807	Saccharomyces cerevisiae	Yeastract
P38889	P06168	856613	851069	SKN7	ILV5	Identification by mass spectrometry	27373166,24170807	Saccharomyces cerevisiae	Yeastract
P54790	Q02891	850656	856010	ORC3	EEB1	array technology/partial DNA sequence identification by hybridization,chromatin immunoprecipitation assay,northern blot	24170807,17551510,30073202,9774671	Saccharomyces cerevisiae	Yeastract
P22035	P25297	853974	854916	BAS1	PHO84	array technology/partial DNA sequence identification by hybridization,chromatin immunoprecipitation assay,full identification by RNA sequencing,northern blot	21119627,22912562,19528318,26245832,22379133,24170807	Saccharomyces cerevisiae	Yeastract
P33749	P18899	853803	855210	MSN4	DDR48	array technology/partial DNA sequence identification by hybridization,chromatin immunoprecipitation array,electrophoretic mobility-based method,experimental interaction detection	16926161,19734328,12100562,10411744,15343339,24170807,19503593,16710843,18931682	Saccharomyces cerevisiae	Yeastract
P41546	Q12213	850513	855903	HAC1	RPL7B	footprinting,full identification by RNA sequencing	30016623,24170807	Saccharomyces cerevisiae	Yeastract
P19880	P11986	855005	853288	YAP1	INO1	array technology/partial DNA sequence identification by hybridization,full identification by RNA sequencing,tag visualisation by enzyme assay	26389527,10844671,18627600,24170807,24486411	Saccharomyces cerevisiae	Yeastract
P03069	P54115	856709	856044	GCN4	ALD6	array technology/partial DNA sequence identification by hybridization,chromatin immunoprecipitation array,experimental interaction detection	24170807,21119627,17224918,19346491	Saccharomyces cerevisiae	Yeastract
Q03213	P13130	855208	856541	HOT1	SPS100	chromatin immunoprecipitation assay,northern blot	23435728,24170807,18931682	Saccharomyces cerevisiae	Yeastract
P53968	P33300	855704	856050	CRZ1	SUR1	array technology,array technology/partial DNA sequence identification by hybridization,chromatin immunoprecipitation assay,tag visualisation by fluorescence	20385592,18818649,27544903,27924024,24170807,12058033,15299026	Saccharomyces cerevisiae	GTRD,Yeastract
Q12041	P32179	851840	854090	MET32	MET22	array technology/partial DNA sequence identification by hybridization,chromatin immunoprecipitation array,northern blot	15343339,22438580,24170807,19346491	Saccharomyces cerevisiae	Yeastract
P41546	Q12112	850513	855433	HAC1	TY1B-NL1	footprinting,full identification by RNA sequencing	30016623,24170807	Saccharomyces cerevisiae	Yeastract
P41546	P09232	850513	856649	HAC1	PRB1	array technology/partial DNA sequence identification by hybridization,footprinting,full identification by RNA sequencing	24170807,30016623,16880382	Saccharomyces cerevisiae	Yeastract
P22149	P16622	852809	854347	AFT1	HEM15	quantitative reverse transcription pcr	30137082,24170807	Saccharomyces cerevisiae	Yeastract
P25302	Q08032	856847	850793	SWI4	CDC45	northern blot	24170807,15965243	Saccharomyces cerevisiae	Yeastract
Q12753	Q04432	856117	852146	HAA1	HSP31	tag visualisation by enzyme assay	27984092,24170807	Saccharomyces cerevisiae	Yeastract
P32432	P0CX28	851119	855560,856544	SFP1	RPL42B	array technology/partial DNA sequence identification by hybridization,chromatin immunoprecipitation assay,reverse transcription pcr	20385592,15466158,27924024,24170807,15353587	Saccharomyces cerevisiae	GTRD,Yeastract
P07269	P07269	851452	851452	PHO2	PHO2	northern blot	2671650,24170807	Saccharomyces cerevisiae	Yeastract
P26798	P08524	851701	853272	INO2	ERG20	chromatin immunoprecipitation assay,reverse transcription pcr,tag visualisation by enzyme assay	24170807,21538248,16034810,30073202	Saccharomyces cerevisiae	Yeastract
P41546	Q07530	850513	851444	HAC1	-	footprinting,full identification by RNA sequencing	30016623,24170807	Saccharomyces cerevisiae	Yeastract
P11938	P17505	855505	853777	RAP1	MDH1	array technology/partial DNA sequence identification by hybridization,chromatin immunoprecipitation assay,reverse transcription pcr	20385592,16880382,24170807,19124666,23756653	Saccharomyces cerevisiae	Yeastract
Q03465	P51401	851542	855658	RPN4	RPL9B	array technology/partial DNA sequence identification by hybridization,experimental interaction detection	21931558,18627600,24170807	Saccharomyces cerevisiae	Yeastract
P14164	P10664	853748	852319	ABF1	RPL4A	array technology/partial DNA sequence identification by hybridization,chromatin immunoprecipitation array,chromatin immunoprecipitation assay,footprinting	2183035,20385592,16709784,24170807,9677425	Saccharomyces cerevisiae	Yeastract
P10961	P32589	852806	855998	HSF1	SSE1	array technology/partial DNA sequence identification by hybridization,chromatin immunoprecipitation array,chromatin immunoprecipitation assay,experimental interaction detection,full identification by RNA sequencing,northern blot,quantitative pcr	10480867,15647283,12399584,30332327,10411744,15343339,20385592,16880382,27924024,24170807,27979920	Saccharomyces cerevisiae	GTRD,Yeastract
P39678	Q06266	851503	850880	MBP1	TOS4	northern blot	24170807,15965243	Saccharomyces cerevisiae	Yeastract
Q03465	Q12102	851542	850806	RPN4	CFT2	array technology/partial DNA sequence identification by hybridization,experimental interaction detection	21931558,18627600,24170807	Saccharomyces cerevisiae	Yeastract
Q02516	P00175	854540	854950	HAP5	CYB2	electrophoretic mobility shift assay	10972830,24170807	Saccharomyces cerevisiae	Yeastract
P07248	P00560	851802	850370	ADR1	PGK1	reverse transcription pcr	18285336,24170807	Saccharomyces cerevisiae	Yeastract
P41546	P41939	850513	850871	HAC1	IDP2	footprinting	30016623,24170807	Saccharomyces cerevisiae	Yeastract
P14064	Q01519	853751	850727	HAP4	COX12	array technology/partial DNA sequence identification by hybridization,chromatin immunoprecipitation array,reverse transcription pcr	12399584,26086550,15343339,20385592,16880382,24170807	Saccharomyces cerevisiae	Yeastract
P41546	P00425	850513	854695	HAC1	COX5B	footprinting	30016623,24170807	Saccharomyces cerevisiae	Yeastract
P41546	Q12424	850513	851321	HAC1	-	footprinting,full identification by RNA sequencing	30016623,24170807	Saccharomyces cerevisiae	Yeastract
P41546	P32803	850513	852675	HAC1	EMP24	footprinting,full identification by RNA sequencing	30016623,24170807	Saccharomyces cerevisiae	Yeastract
Q08957	Q3E827	855899	1466469	AFT2	LSO1	western blot	26450372,24170807	Saccharomyces cerevisiae	Yeastract
P17106	P39692	853523	850588	CBF1	MET10	array technology/partial DNA sequence identification by hybridization,chromatin immunoprecipitation array,chromatin immunoprecipitation assay,northern blot	12399584,7601277,20231876,19346491,15343339,16709784,27924024,24170807	Saccharomyces cerevisiae	GTRD,Yeastract
P39678	P38862	851503	856576	MBP1	ATG7	reverse transcription pcr	24170807,26649943	Saccharomyces cerevisiae	Yeastract
Q01722	P07261	855522	856030	GCR2	GCR1	array technology/partial DNA sequence identification by hybridization,reverse transcription pcr,tag visualisation by enzyme assay	21119627,20385592,24170807,15789351,20393576	Saccharomyces cerevisiae	Yeastract
P47043	P20485	853390	850824	ZAP1	CKI1	tag visualisation by enzyme assay	18276583,24170807	Saccharomyces cerevisiae	Yeastract
Q03465	P38115	851542	852446	RPN4	ARA1	array technology/partial DNA sequence identification by hybridization,experimental interaction detection	21931558,20385592,18627600,24170807	Saccharomyces cerevisiae	Yeastract
P41546	P53541	850513	855720	HAC1	SPO1	footprinting	30016623,24170807	Saccharomyces cerevisiae	Yeastract
P61829	P19262	24573116,854584	851726	OLI1	KGD2	experimental interaction detection	21119627,24170807	Saccharomyces cerevisiae	Yeastract
P39001	P06779	851788	853512	UME6	RAD7	electrophoretic mobility shift assay	9343383,24170807	Saccharomyces cerevisiae	Yeastract
P53968	P35206	855704	852324	CRZ1	CSG2	tag visualisation by fluorescence	18818649,24170807	Saccharomyces cerevisiae	Yeastract
P41546	P22202	850513	856840	HAC1	SSA4	footprinting	30016623,24170807	Saccharomyces cerevisiae	Yeastract
P41546	P48836	850513	856435	HAC1	VMA10	footprinting,full identification by RNA sequencing	30016623,24170807	Saccharomyces cerevisiae	Yeastract
P33748	P06115	855053	852979	MSN2	CTT1	array technology/partial DNA sequence identification by hybridization,chromatin immunoprecipitation array,chromatin immunoprecipitation assay,electrophoretic mobility-based method,experimental interaction detection,fluorescence-activated cell sorting,northern blot,quantitative reverse transcription pcr,reverse transcription pcr	22451415,16926161,12100562,21743437,28924051,16880382,22354995,24210615,10722658,30256697,29607878,24170807,28949295,10409737,18931682,24598258,10411744,15967791,8641288,15343339,17586717,11179418,21556919,15647283,11260469,21131516,28330760,15870279,8650168	Saccharomyces cerevisiae	Yeastract
P08153	P09119	851724	853244	SWI5	CDC6	chromatin immunoprecipitation assay,northern blot,nuclease assay	7641697,10535956,11309124,24170807,10409653	Saccharomyces cerevisiae	Yeastract
P06774	P32891	852614	851380	HAP2	DLD1	tag visualisation by enzyme assay	10628845,24170807	Saccharomyces cerevisiae	Yeastract
P14064	P54115	853751	856044	HAP4	ALD6	array technology/partial DNA sequence identification by hybridization,reverse transcription pcr	24170807,20385592,23810556,29997610	Saccharomyces cerevisiae	Yeastract
P41546	P53216	850513		HAC1	-	footprinting	30016623,24170807	Saccharomyces cerevisiae	Yeastract
P19880	P40989	855005	852920	YAP1	GSC2	array technology/partial DNA sequence identification by hybridization,reverse transcription pcr	18627600,22745270,16880382,24170807,20971184	Saccharomyces cerevisiae	Yeastract
P41546	Q12121	850513	851315	HAC1	-	footprinting,full identification by RNA sequencing	30016623,24170807	Saccharomyces cerevisiae	Yeastract
P41813	P17255	855656	851342	FKH2	VMA1	quantitative pcr	24170807,29519938	Saccharomyces cerevisiae	Yeastract
P39720	P32573	851247	855518	OAF1	SPS19	array technology/partial DNA sequence identification by hybridization,northern blot,reverse transcription pcr,tag visualisation by enzyme assay	19583587,25355315,10589836,9774671,17551510,24170807,20139423,11170837	Saccharomyces cerevisiae	Yeastract
Q04868	P18239	855360	852250	ELP6	PET9	tag visualisation by enzyme assay	7758459,24170807	Saccharomyces cerevisiae	Yeastract
P14164	P29453	853748	850682	ABF1	RPL8B	reverse transcription pcr	27016735,24170807	Saccharomyces cerevisiae	Yeastract
P53968	P25343	855704	850367	CRZ1	RVS161	array technology/partial DNA sequence identification by hybridization,tag visualisation by fluorescence	20385592,18818649,24170807	Saccharomyces cerevisiae	Yeastract
P38889	P36008	856613	853781	SKN7	TEF4	Identification by mass spectrometry,array technology/partial DNA sequence identification by hybridization	20385592,27373166,24170807	Saccharomyces cerevisiae	Yeastract
P21705	P07991	855402	851158	DAL82	CAR2	array technology/partial DNA sequence identification by hybridization,chromatin immunoprecipitation array,tag visualisation by enzyme assay	12399584,15343339,20385592,10559172,24170807	Saccharomyces cerevisiae	Yeastract
P41546	P52489	850513	854529	HAC1	PYK2	footprinting,full identification by RNA sequencing	30016623,24170807	Saccharomyces cerevisiae	Yeastract
P32389	P39014	855620	854765	MET4	MET30	array technology/partial DNA sequence identification by hybridization,electrophoretic mobility shift assay,reverse transcription pcr	19882662,24170807,19940020,10637232	Saccharomyces cerevisiae	Yeastract
P46954	P12709	853356	852495	SIP4	PGI1	quantitative reverse transcription pcr	26440109,24170807	Saccharomyces cerevisiae	Yeastract
Q03465	P38326	851542	852532	RPN4	SWC5	array technology/partial DNA sequence identification by hybridization,quantitative reverse transcription pcr	20376190,20385592,18627600,24170807	Saccharomyces cerevisiae	Yeastract
P38704	P38090	856397	852429	STP2	AGP2	chromatin immunoprecipitation assay,electrophoretic mobility shift assay	19906648,16077013,24170807	Saccharomyces cerevisiae	Yeastract
P41546	P38749	850513	856377	HAC1	YAP3	footprinting,full identification by RNA sequencing	30016623,24170807	Saccharomyces cerevisiae	Yeastract
P41546	P53752	850513	855803	HAC1	-	footprinting,full identification by RNA sequencing	30016623,24170807	Saccharomyces cerevisiae	Yeastract
P41546	P41948	850513	855580	HAC1	MEP2	footprinting	30016623,24170807	Saccharomyces cerevisiae	Yeastract
P14164	P07149	853748	853653	ABF1	FAS1	chromatin immunoprecipitation assay,tag visualisation by enzyme assay	7925441,27924024,24170807	Saccharomyces cerevisiae	GTRD,Yeastract
P21538	P00912	852338	851570	REB1	TRP1	electrophoretic mobility shift assay	2361590,24170807	Saccharomyces cerevisiae	Yeastract
P41546	P47169	850513	853602	HAC1	MET5	footprinting	30016623,24170807	Saccharomyces cerevisiae	Yeastract
P36148	P15365	853941	853617	GPT2	DAL5	chromatin immunoprecipitation assay,full identification by RNA sequencing,northern blot,quantitative reverse transcription pcr,reverse transcription pcr	19104072,22039046,20974806,26899143,26259534,18245087,24170807,24644271,26419331,8622686,29620523	Saccharomyces cerevisiae	Yeastract
P52960	P36002	854545	853635	PIP2	PTK1	array technology/partial DNA sequence identification by hybridization,chromatin immunoprecipitation assay,electrophoretic mobility shift assay,northern blot,western blot	8972187,9774671,12071844,30073202,23088601,17551510,24170807,18285336,11170837	Saccharomyces cerevisiae	Yeastract
P18494	Q04895	856763	854846	GLN3	DAL4	array technology/partial DNA sequence identification by hybridization,chromatin immunoprecipitation array,northern blot	20233714,15343339,8416910,24170807	Saccharomyces cerevisiae	Yeastract
P21538	P08153	852338	851724	REB1	SWI5	electrophoretic mobility shift assay	2181283,24170807	Saccharomyces cerevisiae	Yeastract
Q03465	P38225	851542	852329	RPN4	FAT1	array technology/partial DNA sequence identification by hybridization,experimental interaction detection	21931558,18627600,24170807	Saccharomyces cerevisiae	Yeastract
P47043	P33315	853390	852414	ZAP1	TKL2	array technology/partial DNA sequence identification by hybridization,nuclease assay	10884426,21177862,18673560,24170807	Saccharomyces cerevisiae	Yeastract
P39956	P40582	856916	854856	RPH1	GTT1	quantitative reverse transcription pcr	23985319,24170807	Saccharomyces cerevisiae	Yeastract
P41546	P40092	850513	856893	HAC1	SPI1	footprinting,full identification by RNA sequencing	30016623,24170807	Saccharomyces cerevisiae	Yeastract
P38889	P15705	856613	854192	SKN7	STI1	Identification by mass spectrometry	27373166,24170807	Saccharomyces cerevisiae	Yeastract
Q03465	P38124	851542	852293	RPN4	FLR1	array technology/partial DNA sequence identification by hybridization,tag visualisation by enzyme assay	18627600,18086556,24170807	Saccharomyces cerevisiae	Yeastract
P33200	P38954	852278	851644	PDR3	IPT1	array technology/partial DNA sequence identification by hybridization,footprinting	15145054,24170807,18627600,11323424	Saccharomyces cerevisiae	Yeastract
P13574	P25583	856484	850303	STE12	KAR4	array technology/partial DNA sequence identification by hybridization,chromatin immunoprecipitation array,chromatin immunoprecipitation assay,northern blot,reverse transcription pcr	8754797,12399584,15343339,10535956,20237471,24170807,19159457,21231968	Saccharomyces cerevisiae	Yeastract
P03069	P05694	856709	856825	GCN4	MET6	array technology/partial DNA sequence identification by hybridization,chromatin immunoprecipitation assay,northern blot,reverse transcription pcr	30011030,1789001,15948949,19346491,22114689,27924024,24170807	Saccharomyces cerevisiae	GTRD,Yeastract
P33200	P38115	852278	852446	PDR3	ARA1	array technology/partial DNA sequence identification by hybridization,electrophoretic mobility-based method,full identification by RNA sequencing	17881724,18627600,11683503,29650645,24170807	Saccharomyces cerevisiae	Yeastract
P09959	P38927	850879	854667	SWI6	REV7	northern blot,reverse transcription pcr	19150335,24170807	Saccharomyces cerevisiae	Yeastract
P41546	P53225	850513		HAC1	-	footprinting	30016623,24170807	Saccharomyces cerevisiae	Yeastract
P34160	P33749	855155	853803	STO1	MSN4	array technology/partial DNA sequence identification by hybridization,tag visualisation by enzyme assay	23223039,23810556,24170807	Saccharomyces cerevisiae	Yeastract
P16649	P38155	850445	852603	TUP1	PAU24	array technology/partial DNA sequence identification by hybridization,northern blot	20385592,11238402,24170807	Saccharomyces cerevisiae	Yeastract
P41546	P53963	850513	855697	HAC1	-	footprinting,full identification by RNA sequencing	30016623,24170807	Saccharomyces cerevisiae	Yeastract
P39113	P27796	855323	854646	CAT8	POT1	reverse transcription pcr	18197247,24170807	Saccharomyces cerevisiae	Yeastract
P03069	P32791	856709	850911	GCN4	FRE1	array technology/partial DNA sequence identification by hybridization,reverse transcription pcr	18417611,21119627,24170807,19346491	Saccharomyces cerevisiae	Yeastract
P12383	P38197	852871	852244	PDR1	-	array technology/partial DNA sequence identification by hybridization,electrophoretic mobility-based method	11683503,18627600,24170807	Saccharomyces cerevisiae	Yeastract
P12383	Q08417	852871	854214	PDR1	RSB1	array technology,array technology/partial DNA sequence identification by hybridization,western blot	12411429,10734226,17881724,16407254,18627600,16896209,15145054,15713640,17158869,17993571,24170807,25724885,11943188,18287536	Saccharomyces cerevisiae	Yeastract
P33749	Q12235	853803	850671	MSN4	YCT1	array technology/partial DNA sequence identification by hybridization,chromatin immunoprecipitation assay,tag visualisation by enzyme assay	24170807,19734328,28949295,29982432	Saccharomyces cerevisiae	Yeastract
P36148	P32375	853941	854845	GPT2	DAL1	quantitative reverse transcription pcr	26899143,24170807	Saccharomyces cerevisiae	Yeastract
Q12224	P16474	856016	853418	RLM1	KAR2	northern blot	18842580,24170807	Saccharomyces cerevisiae	Yeastract
P25042	P21672	856178	854744	ROX1	RNR3	array technology/partial DNA sequence identification by hybridization,tag visualisation by enzyme assay	20385592,16880382,24170807,19503593,16835445	Saccharomyces cerevisiae	Yeastract
P07261	P00330	856030	854068	GCR1	ADH1	array technology/partial DNA sequence identification by hybridization,chromatin immunoprecipitation array,electrophoretic mobility shift assay,nuclease assay,reverse transcription pcr	12399584,26431967,17124610,20385592,2405258,1588965,24170807,10940042,15645478	Saccharomyces cerevisiae	Yeastract
P10961	P25491	852806	855661	HSF1	YDJ1	array technology/partial DNA sequence identification by hybridization,chromatin immunoprecipitation array,chromatin immunoprecipitation assay,full identification by RNA sequencing,quantitative pcr,western blot	10480867,15647283,12399584,30332327,15343339,20385592,27320198,16709784,27924024,24170807,27979920	Saccharomyces cerevisiae	GTRD,Yeastract
P41546	P38758	850513	856400	HAC1	TDA3	footprinting,full identification by RNA sequencing	30016623,24170807	Saccharomyces cerevisiae	Yeastract
P11746	P32562	855060	855013	MCM1	CDC5	chromatin immunoprecipitation array,northern blot	15343339,7565744,18303948,24170807	Saccharomyces cerevisiae	Yeastract
P33749	Q07653	853803	851303	MSN4	HBT1	array technology/partial DNA sequence identification by hybridization,chromatin immunoprecipitation assay,western blot	22461145,16926161,10722658,15870279,24170807,28949295,18931682	Saccharomyces cerevisiae	Yeastract
P41546	P23179	850513	856364	HAC1	SPO11	footprinting,full identification by RNA sequencing	30016623,24170807	Saccharomyces cerevisiae	Yeastract
P41546	P38881	850513	856602	HAC1	NVJ1	footprinting,full identification by RNA sequencing	30016623,24170807	Saccharomyces cerevisiae	Yeastract
P41696	P13365	854280	851191	AZF1	CLN3	chromatin immunoprecipitation assay,northern blot	11839825,24170807,23589851	Saccharomyces cerevisiae	Yeastract
P10961	P13586	852806	852709	HSF1	PMR1	chromatin immunoprecipitation array,electrophoretic mobility shift assay	15647283,24170807,16709784	Saccharomyces cerevisiae	Yeastract
P39001	P53541	851788	855720	UME6	SPO1	array technology,array technology/partial DNA sequence identification by hybridization,chromatin immunoprecipitation assay,northern blot,nuclease assay,reverse transcription pcr	25957495,17179081,20385592,11081629,12370439,27924024,24170807,21123654,8618927	Saccharomyces cerevisiae	GTRD,Yeastract
Q03465	P53852	851542	855474	RPN4	-	array technology/partial DNA sequence identification by hybridization,experimental interaction detection	21931558,18627600,24170807	Saccharomyces cerevisiae	Yeastract
P38889	P32614	856613	856664	SKN7	FRD1	Identification by mass spectrometry	27373166,24170807	Saccharomyces cerevisiae	Yeastract
Q03465	P11075	851542	851748	RPN4	SEC7	array technology/partial DNA sequence identification by hybridization,experimental interaction detection	21931558,18627600,24170807	Saccharomyces cerevisiae	Yeastract
P34160	Q12310	855155	851312	STO1	PRR2	tag visualisation by enzyme assay	23223039,23872066,24170807	Saccharomyces cerevisiae	Yeastract
Q12172	P50080	854333	853139	YRR1	AZR1	array technology/partial DNA sequence identification by hybridization,chromatin immunoprecipitation assay,reverse transcription pcr	24532717,14512416,11909958,19915041,23545261,24170807	Saccharomyces cerevisiae	Yeastract
Q03465	P52488	851542	851998	RPN4	UBA2	array technology/partial DNA sequence identification by hybridization,experimental interaction detection	21931558,18627600,24170807	Saccharomyces cerevisiae	Yeastract
P03069	P32264	856709	851894	GCN4	PRO1	array technology/partial DNA sequence identification by hybridization,northern blot	1350780,24170807,19346491	Saccharomyces cerevisiae	Yeastract
P07248	Q08911	851802	854570	ADR1	FDH1	array technology/partial DNA sequence identification by hybridization,reverse transcription pcr	24170807,18197247,16880382	Saccharomyces cerevisiae	Yeastract
P38889	P31373	856613	851221	SKN7	CYS3	array technology/partial DNA sequence identification by hybridization,experimental interaction detection	10347154,20385592,24170807	Saccharomyces cerevisiae	Yeastract
P41546	Q12117	850513	851597	HAC1	MRH1	footprinting,full identification by RNA sequencing	30016623,24170807	Saccharomyces cerevisiae	Yeastract
P48743	P09938	850873	853427	RFX1	RNR2	array technology/partial DNA sequence identification by hybridization,chromatin immunoprecipitation array,chromatin immunoprecipitation assay,northern blot,tag visualisation by enzyme assay,tag visualisation by fluorescence	9741624,12172964,20385592,16709784,24170807,16835445	Saccharomyces cerevisiae	Yeastract
P07248	P13711	851802	852667	ADR1	POX1	array technology/partial DNA sequence identification by hybridization,chromatin immunoprecipitation assay,northern blot,reverse transcription pcr	18197247,11431484,22761425,23207903,16880382,17551510,28321934,24170807,18285336,20139423	Saccharomyces cerevisiae	Yeastract
P52488	Q06497	851998	856246	UBA2	ANT1	array technology/partial DNA sequence identification by hybridization,chromatin immunoprecipitation assay,electrophoretic mobility shift assay,tag visualisation by enzyme assay,western blot	24170807,17551510,12071844,30073202	Saccharomyces cerevisiae	Yeastract
P32389	Q02196	855620	853869	MET4	MET14	array technology/partial DNA sequence identification by hybridization,chromatin immunoprecipitation array,chromatin immunoprecipitation assay,northern blot,reverse transcription pcr	21965290,12399584,17327492,15660125,21900497,22146299,19940020,24170807	Saccharomyces cerevisiae	Yeastract
Q03465	P23292	851542	855568	RPN4	YCK2	array technology/partial DNA sequence identification by hybridization,experimental interaction detection	21931558,18627600,24170807	Saccharomyces cerevisiae	Yeastract
P11938	P02994	855505	852415,856195	RAP1	TEF1; TEF2	array technology/partial DNA sequence identification by hybridization,chromatin immunoprecipitation array,chromatin immunoprecipitation assay,electrophoretic mobility shift assay,footprinting	12399584,11455386,20231876,3072472,17646381,15343339,20385592,12051841,27924024,24170807	Saccharomyces cerevisiae	GTRD,Yeastract
P33200	P38124	852278	852293	PDR3	FLR1	array technology/partial DNA sequence identification by hybridization,northern blot,reverse transcription pcr,tag visualisation by enzyme assay	20938527,22137896,18627600,18086556,11162502,24170807,10572257	Saccharomyces cerevisiae	Yeastract
P33749	P00447	853803	856399	MSN4	SOD2	array technology/partial DNA sequence identification by hybridization,chromatin immunoprecipitation array,chromatin immunoprecipitation assay,experimental interaction detection,reverse transcription pcr	16926161,10411744,9495741,15343339,21131516,11179418,24170807,19503593,28949295,18931682	Saccharomyces cerevisiae	Yeastract
P33749	O14467	853803	854474	MSN4	MBF1	array technology/partial DNA sequence identification by hybridization,northern blot	18495938,20385592,24170807	Saccharomyces cerevisiae	Yeastract
P33748	P32191	855053	854651	MSN2	GUT2	array technology/partial DNA sequence identification by hybridization,tag visualisation by enzyme assay	30256697,24170807,10590462,18753408,18931682	Saccharomyces cerevisiae	Yeastract
P41546	Q05515	850513	851947	HAC1	SVF1	footprinting	30016623,24170807	Saccharomyces cerevisiae	Yeastract
P14064	P15992	853751	852364	HAP4	HSP26	array technology/partial DNA sequence identification by hybridization,reverse transcription pcr	24170807,30227387,16522629,16880382	Saccharomyces cerevisiae	Yeastract
Q03465	P06168	851542	851069	RPN4	ILV5	array technology/partial DNA sequence identification by hybridization,experimental interaction detection	21931558,18627600,24170807	Saccharomyces cerevisiae	Yeastract
P26798	P32567	851701	855201	INO2	PAH1	reverse transcription pcr,tag visualisation by enzyme assay	21538248,24170807,24196957	Saccharomyces cerevisiae	Yeastract
Q12224	P22943	856016	850532	RLM1	HSP12	array technology/partial DNA sequence identification by hybridization,fluorescence-activated cell sorting	22621902,26446933,14739279,24170807,18931682	Saccharomyces cerevisiae	Yeastract
P0CE41	P00175	850958	854950	HAP1	CYB2	array technology,chromatin immunoprecipitation array,chromatin immunoprecipitation assay,northern blot,tag visualisation by enzyme assay	12112237,15343339,30073202,10972830,24170807,2046677	Saccharomyces cerevisiae	Yeastract
P16649	P10863	850445	856729	TUP1	TIR1	array technology/partial DNA sequence identification by hybridization,chromatin immunoprecipitation assay,northern blot	27924024,20385592,11238402,24170807	Saccharomyces cerevisiae	GTRD,Yeastract
P53438	P29029	855030	850992	SOK2	CTS1	northern blot	24170807,11046133	Saccharomyces cerevisiae	Yeastract
P41546	P53133	850513	852761	HAC1	-	array technology/partial DNA sequence identification by hybridization,footprinting,full identification by RNA sequencing	30016623,24170807,16371132	Saccharomyces cerevisiae	Yeastract
P21657	P26370	854841	851384	DAL81	UGA3	chromatin immunoprecipitation array,tag visualisation by enzyme assay	15343339,24170807,7899074	Saccharomyces cerevisiae	Yeastract
P12383	P04806	852871	850614	PDR1	HXK1	array technology/partial DNA sequence identification by hybridization,electrophoretic mobility-based method	10734226,18627600,11683503,17993571,24170807	Saccharomyces cerevisiae	Yeastract
P38889	P00447	856613	856399	SKN7	SOD2	array technology/partial DNA sequence identification by hybridization,chromatin immunoprecipitation array,experimental interaction detection	24170807,10347154,19487574,16880382	Saccharomyces cerevisiae	Yeastract
P38889	O14467	856613	854474	SKN7	MBF1	Identification by mass spectrometry	27373166,24170807	Saccharomyces cerevisiae	Yeastract
P41546	P38868	850513		HAC1	-	footprinting,full identification by RNA sequencing	30016623,24170807	Saccharomyces cerevisiae	Yeastract
P38889	P05750	856613	855543	SKN7	RPS3	Identification by mass spectrometry,chromatin immunoprecipitation array	19487574,15343339,27373166,24170807	Saccharomyces cerevisiae	Yeastract
P27705	P13045	852848	851572	MIG1	GAL3	electrophoretic mobility shift assay	8114729,24170807	Saccharomyces cerevisiae	Yeastract
Q06596	P39109	856329	851713	ARR1	YCF1	array technology/partial DNA sequence identification by hybridization,northern blot,tag visualisation by enzyme assay	24170807,15575969,14978214,15147884	Saccharomyces cerevisiae	Yeastract
P39520	P38011	850920	855143	IFH1	ASC1	array technology/partial DNA sequence identification by hybridization,chromatin immunoprecipitation array,northern blot	16402205,20231876,15616569,24170807	Saccharomyces cerevisiae	Yeastract
Q03465	P17505	851542	853777	RPN4	MDH1	array technology/partial DNA sequence identification by hybridization,experimental interaction detection	21931558,18627600,24170807	Saccharomyces cerevisiae	Yeastract
P41546	A2P2R3	850513	855108	HAC1	-	footprinting	30016623,24170807	Saccharomyces cerevisiae	Yeastract
P19880	P00431	855005	853940	YAP1	CCP1	array technology,array technology/partial DNA sequence identification by hybridization,chromatin immunoprecipitation array,chromatin immunoprecipitation assay,electrophoretic mobility shift assay,electrophoretic mobility-based method,full identification by RNA sequencing,northern blot	12100562,19304952,26389527,10347154,18627600,15713640,16328372,24170807,19503593,15575969,30025855	Saccharomyces cerevisiae	Yeastract
P41546	P38767	850513	856427	HAC1	ERC1	footprinting,full identification by RNA sequencing	30016623,24170807	Saccharomyces cerevisiae	Yeastract
P41546	P38890	850513	856614	HAC1	SET5	footprinting,full identification by RNA sequencing	30016623,24170807	Saccharomyces cerevisiae	Yeastract
P41546	Q05827	850513	855293	HAC1	HOR7	array technology/partial DNA sequence identification by hybridization,footprinting,full identification by RNA sequencing	24170807,30016623,16880382	Saccharomyces cerevisiae	Yeastract
P39956	P09938	856916	853427	RPH1	RNR2	chromatin immunoprecipitation assay,quantitative reverse transcription pcr	24170807,28334815	Saccharomyces cerevisiae	Yeastract
