UniprotID.TF,UniprotID.Target,NCBI.GeneID.TF,NCBI.GeneID.Target,Name.TF,Name.Target,Detection.method,PubmedID,Organism,Source.database
P02340,P17918,22059,18538,Tp53,Pcna,chromatin immunoprecipitation assay;inferred by curator,7909518;29087512;27924024,Mus musculus,GTRD;TRRUST
B9EHK7,A0A286YCX3,15394,93681,Hoxa1,Zkscan8,inferred by curator,17202159,Mus musculus,TRED
Q61501,P18572,13555,12215,E2f1,Bsg,chromatin immunoprecipitation assay;inferred by curator,27924024;17202159,Mus musculus,GTRD;TRED
Q76LW6,P60324,23863,244551,Dand5,Nanos3,inferred by curator,15180995;12089157;18252813;29087512,Mus musculus,TRRUST
P09025,P27931,15426,16178,Hoxc8,Il1r2,inferred by curator,17202159,Mus musculus,TRED
P42227,Q00731,20848,22339,Stat3,Vegfa,chromatin immunoprecipitation assay;inferred by curator,17557905;27924024;17202159;29087512;18021292,Mus musculus,GTRD;TRED;TRRUST
Q64693,Q99M22,18985,-,Pou2af1,Igh,inferred by curator,29087512;21549311,Mus musculus,TRRUST
O89090,Q62137,20683,16453,Sp1,Jak3,inferred by curator,29087512;16518416,Mus musculus,TRRUST
O89090,Q01279,20683,13649,Sp1,Egfr,inferred by curator,18007664;29087512,Mus musculus,TRRUST
Q9ESZ8,Q58E53,14886,-,Gtf2i,Igh,inferred by curator,19214191;29087512,Mus musculus,TRRUST
Q64705,P97769,22282,12705,Usf2,Cited1,chromatin immunoprecipitation assay;inferred by curator,27924024;17202159,Mus musculus,GTRD;TRED
Q60795,O09114,18024,19215,Nfe2l2,Ptgds,inferred by curator,24029383;29087512,Mus musculus,TRRUST
P02340,P05622,22059,18596,Tp53,Pdgfrb,inferred by curator,15265983;29087512,Mus musculus,TRRUST
Q61221,Q7TS91,15251,170768,Hif1a,Pfkfb3,chromatin immunoprecipitation assay;inferred by curator,14623077;17202159;29087512;27924024,Mus musculus,GTRD;TRED;TRRUST
Q60722,O89101,21413,14172,Tcf4,Fgf18,inferred by curator,29087512;17158875,Mus musculus,TRRUST
P70459,A0A1W2P8G5,13875,-,Erf,Utrn,inferred by curator,29087512;17507653,Mus musculus,TRRUST
Q8BUN5,Q9EQ14,17127,83430,Smad3,Il23a,chromatin immunoprecipitation assay;inferred by curator,18802055;29087512;27924024,Mus musculus,GTRD;TRRUST
Q61473,P27782,20671,16842,Sox17,Lef1,chromatin immunoprecipitation assay;inferred by curator,20802155;29087512;27924024,Mus musculus,GTRD;TRRUST
Q9R1E0,O54918,56458,12125,Foxo1,Bcl2l11,chromatin immunoprecipitation assay;inferred by curator,27924024;29087512;16006742,Mus musculus,GTRD;TRRUST
P02340,P28481,22059,12824,Tp53,Col2a1,inferred by curator,29087512;24192518,Mus musculus,TRRUST
P61979,P43006,15387,20511,Hnrnpk,Slc1a2,inferred by curator,19323997;29087512,Mus musculus,TRRUST
P05627,Q9QUI1,16476,17826,Jun,Fam89b,chromatin immunoprecipitation assay;inferred by curator,27924024;29087512;12379279,Mus musculus,GTRD;TRRUST
P70288,P11610,15182,12480,Hdac2,Cd1d2,inferred by curator,22419072;29087512,Mus musculus,TRRUST
P16951,Q04887,11909,20682,Atf2,Sox9,chromatin immunoprecipitation assay;inferred by curator,24144697;29087512;27924024,Mus musculus,GTRD;TRRUST
P54846,P15499,18185,19133,Nrl,Prph2,inferred by curator,20447394;29087512,Mus musculus,TRRUST
Q8VII8,Q3U0Q9,-,-,Nr3c2,Tns1,inferred by curator,24491541;29087512,Mus musculus,TRRUST
P34056,Q8BUY9,21418,225467,Tfap2a,Pggt1b,inferred by curator,17202159,Mus musculus,TRED
Q61501,Q9R1K9,13555,26370,E2f1,Cetn2,chromatin immunoprecipitation assay;inferred by curator,27924024;17202159,Mus musculus,GTRD;TRED
Q01147,Q04997,12912,16322,Creb1,Inha,chromatin immunoprecipitation assay;inferred by curator,27924024;17202159,Mus musculus,GTRD;TRED
P37238,Q9WU39,19016,20278,Pparg,Scnn1g,chromatin immunoprecipitation assay;inferred by curator,16007095;29087512;27924024,Mus musculus,GTRD;TRRUST
O70273,Q6R5P0,13661,239081,Ehf,Tlr11,inferred by curator,29087512;19801549,Mus musculus,TRRUST
P01101,P39087,14281,-,Fos,Grik2,inferred by curator,29087512;11925568,Mus musculus,TRRUST
P11103,P25799,-,18033,Parp1,Nfkb1,inferred by curator,11135624;29087512,Mus musculus,TRRUST
O09106,P43432,433759,16160,Hdac1,Il12b,chromatin immunoprecipitation assay;inferred by curator,27924024;29087512;20360311,Mus musculus,GTRD;TRRUST
P17679,O55242,14460,18391,Gata1,Sigmar1,inferred by curator,9425306;29087512,Mus musculus,TRRUST
P08046,P40935,13653,18948,Egr1,Pnmt,inferred by curator,9254668;29087512,Mus musculus,TRRUST
Q62432,P23813,17126,15431,Smad2,Hoxd11,inferred by curator,29087512;24016758,Mus musculus,TRRUST
P70340,P43120,17125,15242,Smad1,Hhex,chromatin immunoprecipitation assay;inferred by curator,12270938;29087512;27924024,Mus musculus,GTRD;TRRUST
Q60795,Q8K2B3,18024,66945,Nfe2l2,Sdha,chromatin immunoprecipitation assay;inferred by curator,9492280;29087512;27924024,Mus musculus,GTRD;TRRUST
O89090,O88693,20683,22234,Sp1,Ugcg,chromatin immunoprecipitation assay;inferred by curator,27924024;17202159,Mus musculus,GTRD;TRED
O54751,Q8CFS6,12951,240595,Crx,Kcnv2,chromatin immunoprecipitation assay;inferred by curator,24664678;29087512;27924024,Mus musculus,GTRD;TRRUST
P19091,P24549,11835,11668,Ar,Aldh1a1,inferred by curator,17202159,Mus musculus,TRED
P56931,Q8VGI8,242705,258930,E2f2,Olfr808,inferred by curator,17202159,Mus musculus,TRED
P41163,Q02858,14008,21687,Etv2,Tek,chromatin immunoprecipitation assay;inferred by curator,19129488;29087512;27924024,Mus musculus,GTRD;TRRUST
P05627,P48318,16476,14415,Jun,Gad1,chromatin immunoprecipitation assay;inferred by curator,27924024;17202159,Mus musculus,GTRD;TRED
O08785,P15306,12753,21824,Clock,Thbd,inferred by curator,17848551;29087512,Mus musculus,TRRUST
P02340,Q9QX96,22059,50524,Tp53,Sall2,chromatin immunoprecipitation assay;inferred by curator,24040083;29087512;27924024,Mus musculus,GTRD;TRRUST
P17433,Q91XE1,20375,-,Spi1,Igh,inferred by curator,29087512;14993928,Mus musculus,TRRUST
P18911,P13516,19411,20249,Rarg,Scd1,inferred by curator,17202159,Mus musculus,TRED
O35690,P01101,18935,14281,Phox2b,Fos,inferred by curator,29087512;10395798,Mus musculus,TRRUST
P10085,Q4V9Z4,17927,-,Myod1,Igh,inferred by curator,29087512;7958889,Mus musculus,TRRUST
P19091,P02469,11835,16777,Ar,Lamb1,inferred by curator,17202159,Mus musculus,TRED
Q60929,Q60929,17258,17258,Mef2a,Mef2a,chromatin immunoprecipitation assay;inferred by curator,29087512;18222924;27924024,Mus musculus,GTRD;TRRUST
P05627,P12023,16476,11820,Jun,App,chromatin immunoprecipitation assay;inferred by curator,27924024;17202159,Mus musculus,GTRD;TRED
P02340,Q8CI59,22059,68428,Tp53,Steap3,inferred by curator,29087512;18617898,Mus musculus,TRRUST
P43241,Q9Z0Z4,12591,15203,Cdx2,Heph,chromatin immunoprecipitation assay;inferred by curator,26578589;18971253;27924024;15825077;29087512,Mus musculus,GTRD;ORegAnno;PAZAR;TRRUST
Q76LW6,Q9QZ82,23863,13070,Dand5,Cyp11a1,inferred by curator,10459866;9013760;20371701;29087512,Mus musculus,TRRUST
B2RWS6,Q62227,328572,23957,Ep300,Nr0b2,chromatin immunoprecipitation assay;inferred by curator,18842595;29087512;27924024,Mus musculus,GTRD;TRRUST
O70343,Q924X2,19017,12895,Ppargc1a,Cpt1b,chromatin immunoprecipitation assay;inferred by curator,15199055;29087512;27924024,Mus musculus,GTRD;TRRUST
P25799,Q9WTY4,18033,11830,Nfkb1,Aqp5,inferred by curator,20522648;29087512,Mus musculus,TRRUST
P05627,I6L958,16476,-,Jun,Igk,inferred by curator,7816634;29087512,Mus musculus,TRRUST
Q07243,P02802,17764,17748,Mtf1,Mt1,inferred by curator,11230134;14998373;16847313;8824273;12764133;26578589;18605988;18337454;10605938;18458062;11213479;18971253;29087512;15142038,Mus musculus,ORegAnno;PAZAR;TRRUST
O89090,Q9Z2F6,20683,12051,Sp1,Bcl3,chromatin immunoprecipitation assay;inferred by curator,27924024;17202159,Mus musculus,GTRD;TRED
P05627,P26361,16476,12638,Jun,Cftr,chromatin immunoprecipitation assay;inferred by curator,27924024;17202159,Mus musculus,GTRD;TRED
P31310,P17679,15395,14460,Hoxa10,Gata1,inferred by curator,29087512;17234739,Mus musculus,TRRUST
O89090,P14753,20683,13857,Sp1,Epor,chromatin immunoprecipitation assay;inferred by curator,21029371;27924024;8521844;17202159;29087512,Mus musculus,GTRD;TRED;TRRUST
Q76LW6,Q08376,23863,22666,Dand5,Zbtb14,inferred by curator,9618270;29087512,Mus musculus,TRRUST
Q9ESZ8,O88271,14886,23837,Gtf2i,Cfdp1,inferred by curator,29087512;20500075,Mus musculus,TRRUST
P08046,P10889,13653,20310,Egr1,Cxcl2,inferred by curator,29087512;12468449,Mus musculus,TRRUST
P25799,P01173,18033,-,Nfkb1,Wap,inferred by curator,14976147;29087512,Mus musculus,TRRUST
P09026,P50220,15410,21869,Hoxb3,Nkx2-1,inferred by curator,17202159,Mus musculus,TRED
Q8CFQ1,P02802,20846,17748,Stat1,Mt1,inferred by curator,17202159,Mus musculus,TRED
Q04888,Q08874,20665,17342,Sox10,Mitf,chromatin immunoprecipitation assay;inferred by curator,10942418;10938265;29087512;27924024,Mus musculus,GTRD;TRRUST
P25799,Q62226,18033,20423,Nfkb1,Shh,inferred by curator,29087512;18772349,Mus musculus,TRRUST
Q04207,P06804,19697,21926,Rela,Tnf,chromatin immunoprecipitation assay;inferred by curator,15465827;26004152;17570221;8622636;10754326;11739517;27924024;17202159;20097764;29087512;19285436;22661093,Mus musculus,GTRD;TRED;TRRUST
Q8CFN5,O35717,17260,216233,Mef2c,Socs2,chromatin immunoprecipitation assay;inferred by curator,25858143;29087512;27924024,Mus musculus,GTRD;TRRUST
O54714,P42227,229615,20848,Pias3,Stat3,inferred by curator,29087512;24486434,Mus musculus,TRRUST
P41969,Q60520,13712,20466,Elk1,Sin3a,inferred by curator,17202159,Mus musculus,TRED
P02340,A2AMW3,22059,14404,Tp53,Gabre,inferred by curator,29087512;23474441,Mus musculus,TRRUST
Q9JLC6,P09690,21685,11443,Tef,Chrnb1,inferred by curator,15933209;26578589,Mus musculus,ORegAnno
Q64287,Q8K0L9,16364,56490,Irf4,Zbtb20,chromatin immunoprecipitation assay;inferred by curator,24711583;29087512;27924024,Mus musculus,GTRD;TRRUST
Q8CFQ1,P29477,20846,18126,Stat1,Nos2,inferred by curator,17202159,Mus musculus,TRED
Q04207,O55179,19697,12047,Rela,Bcl2a1d,chromatin immunoprecipitation assay;inferred by curator,11880364;29087512;27924024;19343319,Mus musculus,GTRD;TRRUST
P42586,P26618,18088,18595,Nkx2-2,Pdgfra,inferred by curator,29087512;24449836,Mus musculus,TRRUST
Q08369,P21275,14463,12159,Gata4,Bmp4,chromatin immunoprecipitation assay;inferred by curator,29087512;27924024;15464586,Mus musculus,GTRD;TRRUST
P37238,P63166,19016,22218,Pparg,Sumo1,chromatin immunoprecipitation assay;inferred by curator,27924024;17202159,Mus musculus,GTRD;TRED
P02340,P09671,22059,20656,Tp53,Sod2,chromatin immunoprecipitation assay;inferred by curator,19226370;29087512;27924024,Mus musculus,GTRD;TRRUST
O08584,P19324,-,12406,Klf6,Serpinh1,inferred by curator,12235161;29087512,Mus musculus,TRRUST
Q61501,P11157,13555,20135,E2f1,Rrm2,chromatin immunoprecipitation assay;inferred by curator,27924024;17202159,Mus musculus,GTRD;TRED
P11416,Q505F1,19401,22025,Rara,Nr2c1,chromatin immunoprecipitation assay;inferred by curator,27924024;17202159,Mus musculus,GTRD;TRED
Q60641,Q9QY30,20186,27413,Nr1h4,Abcb11,chromatin immunoprecipitation assay;inferred by curator,23546875;29087512;27924024,Mus musculus,GTRD;TRRUST
B9EHK7,A2ARA8,15394,241226,Hoxa1,Itga8,inferred by curator,17202159,Mus musculus,TRED
P48432,Q3URR7,20674,332221,Sox2,Zscan10,chromatin immunoprecipitation assay;inferred by curator,29087512;17344211;27924024,Mus musculus,GTRD;TRRUST
P09450,Q6EAL8,16477,76399,Junb,Il31,chromatin immunoprecipitation assay;inferred by curator,25595785;29087512;27924024,Mus musculus,GTRD;TRRUST
P70255,A0A286YC78,18029,18775,Nfic,Prl3d1,inferred by curator,17202159,Mus musculus,TRED
P97454,P0DOV2,17129,15951,Smad5,Ifi204,inferred by curator,29087512;15557274,Mus musculus,TRRUST
P17433,O70200,20375,11629,Spi1,Aif1,chromatin immunoprecipitation assay;inferred by curator,17202159;27924024;29087512;11861656,Mus musculus,GTRD;TRED;TRRUST
Q9QUS4,Q08369,15214,14463,Hey2,Gata4,chromatin immunoprecipitation assay;inferred by curator,16199874;16603706;29087512;27924024,Mus musculus,GTRD;TRRUST
P12979,Q9JHH2,17928,27027,Myog,Tspan32,chromatin immunoprecipitation assay;inferred by curator,29087512;27924024;18939989,Mus musculus,GTRD;TRRUST
P05627,P12849,16476,19085,Jun,Prkar1b,chromatin immunoprecipitation assay;inferred by curator,27924024;17202159,Mus musculus,GTRD;TRED
P11416,P21981,19401,21817,Rara,Tgm2,chromatin immunoprecipitation assay;inferred by curator,27924024;17202159,Mus musculus,GTRD;TRED
P25799,P24604,18033,21682,Nfkb1,Tec,inferred by curator,29087512;19843184,Mus musculus,TRRUST
P25425,O88554,18986,11546,Pou2f1,Parp2,chromatin immunoprecipitation assay;inferred by curator,27924024;17202159,Mus musculus,GTRD;TRED
P01108,P24860,17869,268697,Myc,Ccnb1,chromatin immunoprecipitation assay;inferred by curator,17202159;11983916;29087512;27924024,Mus musculus,GTRD;TRED;TRRUST
Q01147,P10107,12912,16952,Creb1,Anxa1,chromatin immunoprecipitation assay;inferred by curator,27924024;17202159,Mus musculus,GTRD;TRED
Q99JB6,Q9JJY9,20371,50929,Foxp3,Il22,inferred by curator,25194055;29087512,Mus musculus,TRRUST
P25916,P11440,12151,12534,Bmi1,Cdk1,inferred by curator,24392139;29087512,Mus musculus,TRRUST
Q04888,P08152,20665,13654,Sox10,Egr2,inferred by curator,29087512;23575864,Mus musculus,TRRUST
Q76LW6,Q00731,23863,22339,Dand5,Vegfa,inferred by curator,14662796;10910082;9264407;16835303;11191053;29087512;12975317;12119294;18021292,Mus musculus,TRRUST
P17433,P21855,20375,12517,Spi1,Cd72,chromatin immunoprecipitation assay;inferred by curator,27924024;17202159,Mus musculus,GTRD;TRED
Q04207,Q5SF07,19697,319765,Rela,Igf2bp2,chromatin immunoprecipitation assay;inferred by curator,17426251;29087512;27924024,Mus musculus,GTRD;TRRUST
O89090,A7RDN6,20683,-,Sp1,Rnls,inferred by curator,29087512;25295465,Mus musculus,TRRUST
Q62227,P45448,23957,26424,Nr0b2,Nr5a2,inferred by curator,29087512;20375098;19638401,Mus musculus,TRRUST
P17433,P33435,20375,17386,Spi1,Mmp13,chromatin immunoprecipitation assay;inferred by curator,17202159;27924024;29087512;9178763,Mus musculus,GTRD;TRED;TRRUST
Q8BW74,P21447,217082,18671,Hlf,Abcb1a,inferred by curator,29087512;18773899,Mus musculus,TRRUST
P23204,Q05685,19013,14276,Ppara,Folr2,chromatin immunoprecipitation assay;inferred by curator,19710929;29087512;27924024,Mus musculus,GTRD;TRRUST
P15806,P56280,21423,21432,Tcf3,Tcl1a,chromatin immunoprecipitation assay;inferred by curator,29087512;27924024;18483421,Mus musculus,GTRD;TRRUST
O89090,P18165,20683,16939,Sp1,Loricrin,inferred by curator,29087512;23341029,Mus musculus,TRRUST
Q9JL61,Q496U2,53970,-,Rfx5,H2-Ob,inferred by curator,29087512;11258423,Mus musculus,TRRUST
Q64318,Q61865,21417,12587,Zeb1,Mia,inferred by curator,29087512;12133909,Mus musculus,TRRUST
P41163,Q04887,14008,20682,Etv2,Sox9,inferred by curator,29087512;22613723,Mus musculus,TRRUST
P31360,Q80YX1,18992,21923,Pou3f2,Tnc,inferred by curator,17202159,Mus musculus,TRED
Q9Z0Y9,Q60991,22259,13123,Nr1h3,Cyp7b1,inferred by curator,29087512;18055760,Mus musculus,TRRUST
Q76LW6,P70205,23863,11517,Dand5,Adcyap1r1,inferred by curator,29087512;24045949,Mus musculus,TRRUST
P45448,Q80Z64,26424,71950,Nr5a2,Nanog,chromatin immunoprecipitation assay;inferred by curator,20096661;29087512;27924024,Mus musculus,GTRD;TRRUST
P52801,P20489,13637,14125,Efna2,Fcer1a,inferred by curator,18629488;29087512,Mus musculus,TRRUST
Q61169,O08674,14465,19668,Gata6,Rbpjl,chromatin immunoprecipitation assay;inferred by curator,23002247;29087512;27924024,Mus musculus,GTRD;TRRUST
P05627,P12032,16476,21857,Jun,Timp1,chromatin immunoprecipitation assay;inferred by curator,8557686;15240007;29087512;27924024;17202159;8195127,Mus musculus,GTRD;TRED;TRRUST
P42227,P23492,20848,18950,Stat3,Pnp,inferred by curator,29087512;16293640,Mus musculus,TRRUST
P19091,P62196,11835,19184,Ar,Psmc5,chromatin immunoprecipitation assay;inferred by curator,27924024;17202159,Mus musculus,GTRD;TRED
Q08775,Q99KE8,12393,-,Runx2,Zfp64,chromatin immunoprecipitation assay;inferred by curator,18430783;29087512;27924024,Mus musculus,GTRD;TRRUST
Q08775,Q64448,12393,14611,Runx2,Gja3,inferred by curator,23376077;29087512,Mus musculus,TRRUST
Q9CQJ4,O88898,19821,22061,Rnf2,Tp63,chromatin immunoprecipitation assay;inferred by curator,24742605;29087512;27924024,Mus musculus,GTRD;TRRUST
O70494,P23440,20687,18587,Sp3,Pde6b,inferred by curator,15781457;29087512,Mus musculus,TRRUST
P06537,O08705,-,20493,Nr3c1,Slc10a1,chromatin immunoprecipitation assay;inferred by curator,21330447;29087512;27924024,Mus musculus,GTRD;TRRUST
Q61501,P28352,13555,11792,E2f1,Apex1,chromatin immunoprecipitation assay;inferred by curator,27924024;17202159,Mus musculus,GTRD;TRED
D3Z4E1,Q6PGJ3,15394,16728,Hoxa1,L1cam,inferred by curator,17202159,Mus musculus,TRED
P04202,P03966,21803,18109,Tgfb1,Mycn,inferred by curator,16931907;29087512,Mus musculus,TRRUST
P48432,Q62233,20674,20473,Sox2,Six3,chromatin immunoprecipitation assay;inferred by curator,23792023;29087512;27924024,Mus musculus,GTRD;TRRUST
P41139,P35582,15904,15375,Id4,Foxa1,inferred by curator,25038044;29087512,Mus musculus,TRRUST
P37172,O08584,11477,-,Acvr1,Klf6,inferred by curator,16164628;29087512,Mus musculus,TRRUST
Q62431,Q52L51,13496,-,Arid3a,Igh,inferred by curator,21955986;19214191;29087512,Mus musculus,TRRUST
O09100,P53566,14461,12606,Gata2,Cebpa,chromatin immunoprecipitation assay;inferred by curator,19620289;29087512;27924024,Mus musculus,GTRD;TRRUST
Q61315,P02340,-,22059,Apc,Tp53,inferred by curator,29087512;18533991,Mus musculus,TRRUST
P20067,P01580,-,15978,Id1,Ifng,inferred by curator,17012234;29087512,Mus musculus,TRRUST
Q60793,E9PWB6,16600,17833,Klf4,Muc5ac,inferred by curator,29087512;23293291,Mus musculus,TRRUST
P25799,Q9Z1E3,18033,18035,Nfkb1,Nfkbia,chromatin immunoprecipitation assay;inferred by curator,29087512;27924024;12545162,Mus musculus,GTRD;TRRUST
Q61501,Q04447,13555,12709,E2f1,Ckb,chromatin immunoprecipitation assay;inferred by curator,27924024;17202159,Mus musculus,GTRD;TRED
P42227,P26450,20848,18708,Stat3,Pik3r1,chromatin immunoprecipitation assay;inferred by curator,15793565;17202159;29087512;27924024,Mus musculus,GTRD;TRED;TRRUST
Q8BUN5,Q9WU72,17127,24099,Smad3,Tnfsf13b,chromatin immunoprecipitation assay;inferred by curator,29087512;27924024;18334541,Mus musculus,GTRD;TRRUST
P27577,Q06806,23871,21846,Ets1,Tie1,inferred by curator,17202159,Mus musculus,TRED
P25799,P06876,18033,17863,Nfkb1,Myb,inferred by curator,9362453;17202159;10602492;29087512,Mus musculus,TRED;TRRUST
P01101,P14428,14281,-,Fos,H2-K1,inferred by curator,29087512;2978263,Mus musculus,TRRUST
Q61473,P21841,20671,-,Sox17,Sftpc,inferred by curator,16574095;29087512,Mus musculus,TRRUST
Q922I5,Q8BUG8,14233,240215,Foxi1,Slc4a9,inferred by curator,29087512;16159312,Mus musculus,TRRUST
P22091,O35182,21349,17130,Tal1,Smad6,chromatin immunoprecipitation assay;inferred by curator,29087512;21576367;27924024,Mus musculus,GTRD;TRRUST
P97474,P21275,18741,12159,Pitx2,Bmp4,inferred by curator,22701669;29087512,Mus musculus,TRRUST
Q61221,Q9JI71,15251,54485,Hif1a,Dll4,inferred by curator,17045587;29087512,Mus musculus,TRRUST
P19091,O08915,11835,11632,Ar,Aip,chromatin immunoprecipitation assay;inferred by curator,27924024;17202159,Mus musculus,GTRD;TRED
P70255,P28184,18029,17751,Nfic,Mt3,inferred by curator,17202159,Mus musculus,TRED
Q8CFQ1,P25446,20846,14102,Stat1,Fas,inferred by curator,17202159,Mus musculus,TRED
Q04207,O55188,19697,13406,Rela,Dmp1,inferred by curator,21062982;29087512;17546045,Mus musculus,TRRUST
Q61039,P13297,15111,17701,Hand2,Msx1,inferred by curator,29087512;9671575,Mus musculus,TRRUST
Q8VCG9,P01910,170767,-,Rfxap,H2-Aa,inferred by curator,29087512;11258423,Mus musculus,TRRUST
P05627,P22005,16476,18619,Jun,Penk,chromatin immunoprecipitation assay;inferred by curator,2512642;29087512;27924024,Mus musculus,GTRD;TRRUST
P23204,P47740,19013,11671,Ppara,Aldh3a2,chromatin immunoprecipitation assay;inferred by curator,27924024;29087512;20032461,Mus musculus,GTRD;TRRUST
Q9QUS4,O55123,15214,17384,Hey2,Mmp10,inferred by curator,29087512;22079635,Mus musculus,TRRUST
P19091,Q925T6,11835,74053,Ar,Grip1,inferred by curator,17202159,Mus musculus,TRED
O89090,P13297,20683,17701,Sp1,Msx1,chromatin immunoprecipitation assay;inferred by curator,27924024;17202159,Mus musculus,GTRD;TRED
P08046,P15261,13653,15979,Egr1,Ifngr1,chromatin immunoprecipitation assay;inferred by curator,29087512;27924024;23935197,Mus musculus,GTRD;TRRUST
P17433,Q08048,20375,15234,Spi1,Hgf,chromatin immunoprecipitation assay;inferred by curator,27924024;17202159,Mus musculus,GTRD;TRED
Q9CQJ4,P09023,19821,15414,Rnf2,Hoxb6,chromatin immunoprecipitation assay;inferred by curator,12183370;29087512;27924024,Mus musculus,GTRD;TRRUST
Q04887,P41163,20682,14008,Sox9,Etv2,inferred by curator,29087512;22613723,Mus musculus,TRRUST
O70494,Q3TM63,20687,-,Sp3,Slc9a2,inferred by curator,29087512;11287330,Mus musculus,TRRUST
P24610,F8VQL0,18505,17295,Pax3,Met,chromatin immunoprecipitation assay;inferred by curator,27924024;17202159,Mus musculus,GTRD;TRED
P06879,P10598,-,12991,Prl,Csn2,inferred by curator,12060651;29087512,Mus musculus,TRRUST
Q04207,Q8VFE6,19697,18354,Rela,Olfr54,inferred by curator,17202159,Mus musculus,TRED
Q04887,P22858,20682,-,Sox9,Pthlh,inferred by curator,19759178;29087512,Mus musculus,TRRUST
Q04207,P26187,19697,17314,Rela,Mgmt,chromatin immunoprecipitation assay;inferred by curator,25460932;29087512;27924024,Mus musculus,GTRD;TRRUST
P10085,P18828,17927,20969,Myod1,Sdc1,chromatin immunoprecipitation assay;inferred by curator,8049475;29087512;27924024,Mus musculus,GTRD;TRRUST
P06876,P15626,17863,14863,Myb,Gstm2,inferred by curator,14576818;17202159;29087512,Mus musculus,TRED;TRRUST
Q01147,E9QPX8,12912,12292,Creb1,Cacna1s,inferred by curator,17202159,Mus musculus,TRED
Q3V133,E9Q5K1,-,-,Tcfl5,Tcfl5,inferred by curator,29087512;15585666,Mus musculus,TRRUST
O89090,Q60772,20683,12580,Sp1,Cdkn2c,inferred by curator,22504641;29087512,Mus musculus,TRRUST
P28322,P20293,18612,20997,Etv4,Tbxt,inferred by curator,17202159,Mus musculus,TRED
P70403,Q9WUB4,-,22428,Cux1,Dctn6,inferred by curator,29087512;11969263,Mus musculus,TRRUST
P43680,P48437,20672,19130,Sox18,Prox1,inferred by curator,20360386;29087512,Mus musculus,TRRUST
P41969,P08046,13712,13653,Elk1,Egr1,chromatin immunoprecipitation assay;inferred by curator,12496415;29087512;27924024;18814180,Mus musculus,GTRD;TRRUST
Q01147,Q61609,12912,20515,Creb1,Slc20a1,chromatin immunoprecipitation assay;inferred by curator,17202159;27924024;29087512;11722845,Mus musculus,GTRD;TRED;TRRUST
P70434,B2RTM0,54123,100041230;319155;319156;319157;319158;319159;319160;319161;320332;326619;326620;69386;97122,Irf7,Hist2h4,inferred by curator,29087512;11278666,Mus musculus,TRRUST
Q9JM05,O89093,59004,20297,Pias4,Ccl20,inferred by curator,29087512;20054338,Mus musculus,TRRUST
P05627,P34960,16476,17381,Jun,Mmp12,chromatin immunoprecipitation assay;inferred by curator,18823978;29087512;27924024;10807873,Mus musculus,GTRD;TRRUST
P25799,P43432,18033,16160,Nfkb1,Il12b,inferred by curator,12077291;15632058;17579043;11058167;26578589;22427889;12517966;17924060;9464836;18971253;10940886;16893987;17202159;29087512;7565674,Mus musculus,ORegAnno;PAZAR;TRED;TRRUST
P12979,P05977,17928,17901,Myog,Myl1,inferred by curator,1658001;29087512,Mus musculus,TRRUST
Q9ESZ8,O88491,14886,-,Gtf2i,Nsd1,inferred by curator,29087512;20500075,Mus musculus,TRRUST
Q91W39,P01108,228869,17869,Ncoa5,Myc,inferred by curator,15073177;29087512,Mus musculus,TRRUST
Q60707,P07147,21385,22178,Tbx2,Tyrp1,inferred by curator,29087512;9710594,Mus musculus,TRRUST
Q9Z1N7,Q91WP5,56380,-,Arid3b,Igh,inferred by curator,21955986;29087512,Mus musculus,TRRUST
P52955,Q9JKU8,16814,110648,Lbx1,Lmx1a,inferred by curator,12358782;29087512,Mus musculus,TRRUST
O70494,P63085,20687,26413,Sp3,Mapk1,inferred by curator,10727414;29087512,Mus musculus,TRRUST
P17433,Q60837,20375,16161,Spi1,Il12rb1,chromatin immunoprecipitation assay;inferred by curator,27924024;17202159,Mus musculus,GTRD;TRED
P37238,P52946,19016,18609,Pparg,Pdx1,inferred by curator,18718916;29087512,Mus musculus,TRRUST
P23611,P01580,15900,15978,Irf8,Ifng,chromatin immunoprecipitation assay;inferred by curator,29087512;27924024;18802049,Mus musculus,GTRD;TRRUST
Q04207,Q00899,19697,22632,Rela,Yy1,chromatin immunoprecipitation assay;inferred by curator,17438126;29087512;27924024,Mus musculus,GTRD;TRRUST
P09021,P20152,15402,22352,Hoxa5,Vim,inferred by curator,17202159,Mus musculus,TRED
P09025,Q01721,15426,14451,Hoxc8,Gas1,inferred by curator,17202159,Mus musculus,TRED
P56931,P31725,242705,20202,E2f2,S100a9,inferred by curator,17202159,Mus musculus,TRED
Q8CFQ1,P50220,20846,21869,Stat1,Nkx2-1,inferred by curator,17202159,Mus musculus,TRED
P08046,P52946,13653,18609,Egr1,Pdx1,inferred by curator,17150967;29087512,Mus musculus,TRRUST
P52633,O88239,20852,-,Stat6,Zfp157,inferred by curator,29087512;23315963,Mus musculus,TRRUST
P35583,P49764,15376,18654,Foxa2,Pgf,chromatin immunoprecipitation assay;inferred by curator,13678594;29087512;27924024,Mus musculus,GTRD;TRRUST
P34056,P49766,21418,22340,Tfap2a,Vegfb,chromatin immunoprecipitation assay;inferred by curator,27924024;17202159,Mus musculus,GTRD;TRED
