Uniprot ID TF,Uniprot ID target,NCBI Gene ID TF,NCBI Gene ID target,Protein name TF,Protein name target,Detection method,Publication (pubmed),Organism,Source database
P38398,P29034,672,6273,BRCA1,S100A2,chromatin immunoprecipitation assay;inferred by curator,24556685,Homo sapiens,TRRUST;ReMap
P38398,Q96EB6,672,23411,BRCA1,SIRT1,chromatin immunoprecipitation assay;inferred by curator,21407215;9000507;18851829;20160719,Homo sapiens,TRRUST;ReMap
P38398,P42224,672,6772,BRCA1,STAT1,inferred by curator,17374731,Homo sapiens,TRRUST
P38398,P52630,672,6773,BRCA1,STAT2,chromatin immunoprecipitation assay;inferred by curator,17374731,Homo sapiens,TRRUST;ReMap
P38398,P40763,672,6774,BRCA1,STAT3,chromatin immunoprecipitation assay;inferred by curator,11163768,Homo sapiens,TRED;TRRUST;ReMap
P38398,P04155,672,7031,BRCA1,TFF1,chromatin immunoprecipitation assay;inferred by curator,11244506,Homo sapiens,TRRUST;ReMap
P38398,Q9H3D4,672,8626,BRCA1,TP63,inferred by curator,16241993,Homo sapiens,TRRUST
P38398,P15692,672,7422,BRCA1,VEGFA,chromatin immunoprecipitation assay;inferred by curator,16543242,Homo sapiens,TRRUST;ReMap
P38398,Q01831,672,7508,BRCA1,XPC,chromatin immunoprecipitation assay;inferred by curator,12647291,Homo sapiens,TRRUST;ReMap
P51587,Q14565,675,11144,BRCA2,DMC1,inferred by curator,17541404,Homo sapiens,TRRUST
P51587,O43242,675,5709,BRCA2,PSMD3,inferred by curator,17563742,Homo sapiens,TRRUST
P51587,Q15008,675,9861,BRCA2,PSMD6,inferred by curator,17563742,Homo sapiens,TRRUST
P51587,Q06609,675,5888,BRCA2,RAD51,inferred by curator,12967658;17515904;19628690;20729859,Homo sapiens,TRRUST
Q9NPI1,P25440,29117,6046,BRD7,BRD2,inferred by curator,12600283,Homo sapiens,TRRUST
Q9NPI1,Q15059,29117,8019,BRD7,BRD3,inferred by curator,12600283,Homo sapiens,TRRUST
Q9NPI1,O00716,29117,1871,BRD7,E2F3,inferred by curator,16475162;15137061,Homo sapiens,TRRUST
Q9BX63,Q99728,83990,580,BRIP1,BARD1,chromatin immunoprecipitation assay;inferred by curator,20451671,Homo sapiens,TRRUST;ReMap
Q9BX63,P40692,83990,4292,BRIP1,MLH1,chromatin immunoprecipitation assay;inferred by curator,24351291,Homo sapiens,TRRUST;ReMap
P55201,Q8WYH8,7862,84289,BRPF1,ING5,inferred by curator,18794358,Homo sapiens,TRRUST
P55201,Q9HAF1,7862,64769,BRPF1,MEAF6,inferred by curator,18794358,Homo sapiens,TRRUST
O14981,Q01658,9044,1810,BTAF1,DR1,inferred by curator,20627952,Homo sapiens,TRRUST
O14981,P20226,9044,6908,BTAF1,TBP,inferred by curator,14988402;20627952;15509807;16858867,Homo sapiens,TRRUST
P20290,P42684,689,27,BTF3,ABL2,inferred by curator,17312387,Homo sapiens,TRRUST
P20290,Q13315,689,472,BTF3,ATM,inferred by curator,17312387,Homo sapiens,TRRUST
P20290,P29323,689,2048,BTF3,EPHB2,inferred by curator,17312387,Homo sapiens,TRRUST
P20290,Q8WWQ2,689,60495,BTF3,HPSE2,inferred by curator,17312387,Homo sapiens,TRRUST
P20290,Q13477,689,8174,BTF3,MADCAM1,inferred by curator,17312387,Homo sapiens,TRRUST
P20290,Q9Y6F6,689,10335,BTF3,MRVI1,inferred by curator,17312387,Homo sapiens,TRRUST
P20290,P19838,689,4790,BTF3,NFKB1,inferred by curator,17312387,Homo sapiens,TRRUST
P20290,P62070,689,22800,BTF3,RRAS2,inferred by curator,17312387,Homo sapiens,TRRUST
P20290,Q14714,689,8082,BTF3,SSPN,inferred by curator,17312387,Homo sapiens,TRRUST
P78543,P24385,7832,595,BTG2,CCND1,inferred by curator,15870875;16849553,Homo sapiens,TRRUST
P78543,P01112,7832,3265,BTG2,HRAS,inferred by curator,20197462,Homo sapiens,TRRUST
P78543,P07288,7832,354,BTG2,KLK3,inferred by curator,21172304,Homo sapiens,TRRUST
P78543,Q9NYA1,7832,8877,BTG2,SPHK1,inferred by curator,16516161,Homo sapiens,TRRUST
O75081,Q99081,863,6938,CBFA2T3,TCF12,inferred by curator,18456661,Homo sapiens,TRRUST
O75081,Q9Y2D9,863,22834,CBFA2T3,ZNF652,inferred by curator,20116376,Homo sapiens,TRRUST
Q13951,P15976,865,2623,CBFB,GATA1,inferred by curator,8683991,Homo sapiens,TRRUST
Q13951,Q01196,865,861,CBFB,RUNX1,inferred by curator,24648201,Homo sapiens,TRRUST
Q13951,Q13950,865,860,CBFB,RUNX2,inferred by curator,24648201,Homo sapiens,TRRUST
Q13951,Q13761,865,864,CBFB,RUNX3,chromatin immunoprecipitation assay;inferred by curator,24648201,Homo sapiens,TRRUST;ReMap
O95931,P24864,23492,898,CBX7,CCNE1,inferred by curator,22214847,Homo sapiens,TRRUST
O95931,P12830,23492,999,CBX7,CDH1,inferred by curator,19706751,Homo sapiens,TRRUST
Q9HC52,P38936,57332,1026,CBX8,CDKN1A,inferred by curator,23474493,Homo sapiens,TRRUST
Q99459,O43660,988,5356,CDC5L,PLRG1,inferred by curator,11544257,Homo sapiens,TRRUST
Q96GN5,P27338,55536,4129,CDCA7L,MAOB,inferred by curator,20980443,Homo sapiens,TRRUST
P47902,Q7Z5L9,1044,359948,CDX1,IRF2BP2,inferred by curator,23185413,Homo sapiens,TRRUST
P47902,P35900,1044,54474,CDX1,KRT20,inferred by curator,19188603,Homo sapiens,TRRUST
P47902,P12004,1044,5111,CDX1,PCNA,inferred by curator,11743638,Homo sapiens,TRRUST
P47902,Q15063,1044,10631,CDX1,POSTN,inferred by curator,22215184,Homo sapiens,TRRUST
P47902,P37231,1044,5468,CDX1,PPARG,inferred by curator,19059241,Homo sapiens,TRRUST
P47902,P35354,1044,5743,CDX1,PTGS2,inferred by curator,21613300,Homo sapiens,TRRUST
P47902,P20226,1044,6908,CDX1,TBP,inferred by curator,17158164,Homo sapiens,TRRUST
Q99626,P08183,1045,5243,CDX2,ABCB1,inferred by curator,20699370,Homo sapiens,TRRUST
Q99626,Q9BWD1,1045,39,CDX2,ACAT2,inferred by curator,16274362,Homo sapiens,TRRUST
Q99626,P25054,1045,324,CDX2,APC,chromatin immunoprecipitation assay;inferred by curator,24501326;23393221,Homo sapiens,GTRD;TRRUST;ReMap
Q99626,Q9Y2T1,1045,8313,CDX2,AXIN2,chromatin immunoprecipitation assay;inferred by curator,24501326;23393221,Homo sapiens,TRRUST;ReMap
Q99626,Q12864,1045,1015,CDX2,CDH17,inferred by curator,12404231;15732140;20568120,Homo sapiens,TRRUST
Q99626,P38936,1045,1026,CDX2,CDKN1A,inferred by curator,12970742,Homo sapiens,TRRUST
Q99626,P13569,1045,1080,CDX2,CFTR,inferred by curator,22671145,Homo sapiens,TRRUST
Q99626,Q96BJ8,1045,79767,CDX2,ELMO3,chromatin immunoprecipitation assay;inferred by curator,20127720,Homo sapiens,TRRUST;ReMap
Q99626,Q10981,1045,2524,CDX2,FUT2,chromatin immunoprecipitation assay;inferred by curator,22547830,Homo sapiens,GTRD;TRRUST;ReMap
Q99626,P49841,1045,2932,CDX2,GSK3B,chromatin immunoprecipitation assay;inferred by curator,24501326,Homo sapiens,GTRD;TRRUST;ReMap
Q99626,P15170,1045,2935,CDX2,GSPT1,chromatin immunoprecipitation assay;inferred by curator,22580340,Homo sapiens,GTRD;TRRUST;ReMap
Q99626,P09211,1045,2950,CDX2,GSTP1,chromatin immunoprecipitation assay;inferred by curator,22580340,Homo sapiens,GTRD;TRRUST;ReMap
Q99626,P25092,1045,2984,CDX2,GUCY2C,chromatin immunoprecipitation assay;inferred by curator,11684084,Homo sapiens,GTRD;TRRUST;ReMap
Q99626,Q9BQS7,1045,9843,CDX2,HEPH,chromatin immunoprecipitation assay;inferred by curator,15825077,Homo sapiens,GTRD;TRRUST;ReMap
Q99626,P17936,1045,3486,CDX2,IGFBP3,inferred by curator,17297462,Homo sapiens,TRRUST
Q99626,O43474,1045,9314,CDX2,KLF4,inferred by curator,23202735;11521200,Homo sapiens,TRRUST
Q99626,Q16819,1045,4224,CDX2,MEP1A,chromatin immunoprecipitation assay;inferred by curator,22326557,Homo sapiens,GTRD;TRRUST;ReMap
Q99626,Q685J3,1045,140453,CDX2,MUC17,chromatin immunoprecipitation assay;inferred by curator,16737958,Homo sapiens,TRRUST;ReMap
Q99626,Q02817,1045,-,CDX2,MUC2,inferred by curator,12559945,Homo sapiens,TRRUST
Q99626,P35354,1045,5743,CDX2,PTGS2,chromatin immunoprecipitation assay;inferred by curator,15013430,Homo sapiens,TRRUST;ReMap
Q99626,Q9BYZ8,1045,83998,CDX2,REG4,chromatin immunoprecipitation assay;inferred by curator,23133598,Homo sapiens,TRRUST;ReMap
Q99626,P46059,1045,6564,CDX2,SLC15A1,inferred by curator,16616718,Homo sapiens,TRRUST
Q99626,Q9UBY0,1045,6549,CDX2,SLC9A2,inferred by curator,11254504,Homo sapiens,TRRUST
Q99626,P08047,1045,6667,CDX2,SP1,chromatin immunoprecipitation assay;inferred by curator,22580340,Homo sapiens,GTRD;TRRUST;ReMap
Q99626,Q07654,1045,7033,CDX2,TFF3,chromatin immunoprecipitation assay;inferred by curator,17182120,Homo sapiens,TRRUST;ReMap
Q99626,P54855,1045,7366,CDX2,UGT2B15,chromatin immunoprecipitation assay;inferred by curator,20070244,Homo sapiens,GTRD;TRRUST
Q99626,O75795,1045,7367,CDX2,UGT2B17,inferred by curator,20070244,Homo sapiens,TRRUST
Q99626,P11473,1045,7421,CDX2,VDR,chromatin immunoprecipitation assay;inferred by curator,16604479;11450701;16883525;19960008,Homo sapiens,GTRD;TRRUST;ReMap
P49715,P13500,1050,6347,CEBPA,CCL2,chromatin immunoprecipitation assay;inferred by curator,24429361,Homo sapiens,GTRD;TRRUST
P49715,Q86VB7,1050,9332,CEBPA,CD163,chromatin immunoprecipitation assay;inferred by curator,10725797,Homo sapiens,GTRD;TRRUST;ReMap
P49715,P15509,1050,1438,CEBPA,CSF2RA,chromatin immunoprecipitation assay;inferred by curator,7565736,Homo sapiens,GTRD;TRRUST
P49715,P59665,1050,1667;728358,CEBPA,DEFA1,inferred by curator,10706719,Homo sapiens,TRRUST
P49715,P08246,1050,1991,CEBPA,ELANE,chromatin immunoprecipitation assay;inferred by curator,16247445;19620402,Homo sapiens,GTRD;TRED;TRRUST
P49715,P52790,1050,3101,CEBPA,HK3,chromatin immunoprecipitation assay;inferred by curator,24584857,Homo sapiens,GTRD;TRRUST;ReMap
P49715,P22301,1050,3586,CEBPA,IL10,chromatin immunoprecipitation assay;inferred by curator,12219016,Homo sapiens,GTRD;TRED;TRRUST;ReMap
P49715,P05113,1050,3567,CEBPA,IL5,chromatin immunoprecipitation assay;inferred by curator,10453008,Homo sapiens,GTRD;TRED;TRRUST
P49715,P05231,1050,3569,CEBPA,IL6,chromatin immunoprecipitation assay;inferred by curator,11975924,Homo sapiens,GTRD;TRED;TRRUST;ReMap
P49715,P01236,1050,5617,CEBPA,PRL,inferred by curator,17187171,Homo sapiens,TRRUST
P49715,P0DJI8,1050,6288,CEBPA,SAA1,chromatin immunoprecipitation assay;inferred by curator,12410800,Homo sapiens,GTRD;TRED;TRRUST;ReMap
P49715,P35247,1050,6441,CEBPA,SFTPD,inferred by curator,11912209,Homo sapiens,TRED;TRRUST
P49715,Q9NR96,1050,54106,CEBPA,TLR9,chromatin immunoprecipitation assay;inferred by curator,15294971,Homo sapiens,GTRD;TRRUST;ReMap
P17676,P08183,1051,5243,CEBPB,ABCB1,chromatin immunoprecipitation assay;inferred by curator,15044620,Homo sapiens,GTRD;TRED;TRRUST
P17676,P35318,1051,133,CEBPB,ADM,chromatin immunoprecipitation assay;inferred by curator,9480831;12630823,Homo sapiens,GTRD;TRED;TRRUST;ReMap
P17676,P02768,1051,213,CEBPB,ALB,chromatin immunoprecipitation assay;inferred by curator,10542249,Homo sapiens,GTRD;TRED;TRRUST;ReMap
P17676,P38936,1051,1026,CEBPB,CDKN1A,chromatin immunoprecipitation assay;inferred by curator,15041706,Homo sapiens,GTRD;TRRUST;ReMap
P17676,P20023,1051,1380,CEBPB,CR2,inferred by curator,19487031,Homo sapiens,TRRUST
P17676,Q99062,1051,1441,CEBPB,CSF3R,chromatin immunoprecipitation assay;inferred by curator,10453008,Homo sapiens,GTRD;TRED;TRRUST;ReMap
P17676,P0DML2,1051,1442,CEBPB,CSH1,chromatin immunoprecipitation assay;inferred by curator,10855690,Homo sapiens,GTRD;TRRUST
P17676,P21291,1051,1465,CEBPB,CSRP1,chromatin immunoprecipitation assay;inferred by curator,14522018,Homo sapiens,GTRD;TRED;TRRUST;ReMap
P17676,P53355,1051,1612,CEBPB,DAPK1,chromatin immunoprecipitation assay;inferred by curator,19521987,Homo sapiens,GTRD;TRRUST
P17676,P35638,1051,1649,CEBPB,DDIT3,chromatin immunoprecipitation assay;inferred by curator,16757577,Homo sapiens,GTRD;TRRUST;ReMap
P17676,P00451,1051,2157,CEBPB,F8,chromatin immunoprecipitation assay;inferred by curator,10959692,Homo sapiens,GTRD;TRED;TRRUST;ReMap
P17676,P09958,1051,5045,CEBPB,FURIN,chromatin immunoprecipitation assay;inferred by curator,8132667,Homo sapiens,GTRD;TRED;TRRUST;ReMap
P17676,O95257,1051,10912,CEBPB,GADD45G,chromatin immunoprecipitation assay;inferred by curator,11012671,Homo sapiens,GTRD;TRED;TRRUST;ReMap
P17676,Q99988,1051,9518,CEBPB,GDF15,chromatin immunoprecipitation assay;inferred by curator,24086573,Homo sapiens,GTRD;TRRUST;ReMap
P17676,P22749,1051,10578,CEBPB,GNLY,chromatin immunoprecipitation assay;inferred by curator,12460196,Homo sapiens,GTRD;TRRUST;ReMap
P17676,P68871,1051,3043,CEBPB,HBB,chromatin immunoprecipitation assay;inferred by curator,15833715,Homo sapiens,GTRD;TRRUST
P17676,P00738,1051,3240,CEBPB,HP,chromatin immunoprecipitation assay;inferred by curator,11331273,Homo sapiens,GTRD;TRED;TRRUST;ReMap
P17676,Q00613,1051,3297,CEBPB,HSF1,chromatin immunoprecipitation assay;inferred by curator,11801594,Homo sapiens,GTRD;TRRUST;ReMap
P17676,P22301,1051,3586,CEBPB,IL10,chromatin immunoprecipitation assay;inferred by curator,12493739,Homo sapiens,GTRD;TRED;TRRUST;ReMap
P17676,P35225,1051,3596,CEBPB,IL13,inferred by curator,22981205,Homo sapiens,TRRUST
P17676,P01584,1051,3553,CEBPB,IL1B,chromatin immunoprecipitation assay;inferred by curator,17386941;10383163;10801783,Homo sapiens,GTRD;TRED;TRRUST;ReMap
P17676,Q13007,1051,11009,CEBPB,IL24,chromatin immunoprecipitation assay;inferred by curator,10942517,Homo sapiens,GTRD;TRED;TRRUST;ReMap
P17676,P08700,1051,3562,CEBPB,IL3,inferred by curator,10453008,Homo sapiens,TRED;TRRUST
P17676,P05112,1051,3565,CEBPB,IL4,chromatin immunoprecipitation assay;inferred by curator,15048722;7594540,Homo sapiens,GTRD;TRED;TRRUST;ReMap
P17676,P05113,1051,3567,CEBPB,IL5,chromatin immunoprecipitation assay;inferred by curator,10453008,Homo sapiens,GTRD;TRED;TRRUST;ReMap
P17676,P05231,1051,3569,CEBPB,IL6,chromatin immunoprecipitation assay;inferred by curator,10903137;8725624;11120852,Homo sapiens,GTRD;TRED;TRRUST;ReMap
P17676,P06213,1051,3643,CEBPB,INSR,chromatin immunoprecipitation assay;inferred by curator,8288055,Homo sapiens,TRED;TRRUST;ReMap
P17676,Q15306,1051,3662,CEBPB,IRF4,inferred by curator,19717648,Homo sapiens,TRRUST
P17676,Q9Y6D9,1051,8379,CEBPB,MAD1L1,chromatin immunoprecipitation assay;inferred by curator,21345218,Homo sapiens,TRRUST;ReMap
P17676,P03956,1051,4312,CEBPB,MMP1,chromatin immunoprecipitation assay;inferred by curator,19723873,Homo sapiens,GTRD;TRRUST;ReMap
P17676,P30559,1051,5021,CEBPB,OXTR,chromatin immunoprecipitation assay;inferred by curator,21734268,Homo sapiens,GTRD;TRRUST;ReMap
P17676,Q16822,1051,5106,CEBPB,PCK2,chromatin immunoprecipitation assay;inferred by curator,8093246,Homo sapiens,GTRD;TRRUST;ReMap
P17676,Q9HBJ0,1051,10761,CEBPB,PLAC1,chromatin immunoprecipitation assay;inferred by curator,19652226,Homo sapiens,GTRD;TRRUST
P17676,O75626,1051,639,CEBPB,PRDM1,chromatin immunoprecipitation assay;inferred by curator,19717648,Homo sapiens,GTRD;TRRUST;ReMap
P17676,P01236,1051,5617,CEBPB,PRL,chromatin immunoprecipitation assay;inferred by curator,10455153,Homo sapiens,GTRD;TRED;TRRUST;ReMap
P17676,Q9UI38,1051,29122,CEBPB,PRSS50,chromatin immunoprecipitation assay;inferred by curator,18462069,Homo sapiens,GTRD;TRRUST
P17676,Q12923,1051,5783,CEBPB,PTPN13,chromatin immunoprecipitation assay;inferred by curator,11696979,Homo sapiens,TRRUST;ReMap
P17676,P0DJI8,1051,6288,CEBPB,SAA1,chromatin immunoprecipitation assay;inferred by curator,12410800,Homo sapiens,GTRD;TRED;TRRUST;ReMap
P17676,P0DJI9,1051,6289,CEBPB,SAA2,chromatin immunoprecipitation assay;inferred by curator,8244997,Homo sapiens,GTRD;TRED;TRRUST;ReMap
P17676,P35247,1051,6441,CEBPB,SFTPD,chromatin immunoprecipitation assay;inferred by curator,11912209,Homo sapiens,GTRD;TRED;TRRUST
P17676,Q14973,1051,6554,CEBPB,SLC10A1,chromatin immunoprecipitation assay;inferred by curator,11031103,Homo sapiens,GTRD;TRRUST;ReMap
P17676,Q8N695,1051,160728,CEBPB,SLC5A8,chromatin immunoprecipitation assay;inferred by curator,20082847,Homo sapiens,GTRD;TRRUST
P17676,Q07654,1051,7033,CEBPB,TFF3,chromatin immunoprecipitation assay;inferred by curator,12297725,Homo sapiens,GTRD;TRRUST;ReMap
P17676,P01375,1051,7124,CEBPB,TNF,chromatin immunoprecipitation assay;inferred by curator,10629048;9566900,Homo sapiens,GTRD;TRED;TRRUST
P17676,P11387,1051,7150,CEBPB,TOP1,chromatin immunoprecipitation assay;inferred by curator,8524227,Homo sapiens,GTRD;TRED;TRRUST;ReMap
P17676,P17861,1051,7494,CEBPB,XBP1,chromatin immunoprecipitation assay;inferred by curator,19717648,Homo sapiens,GTRD;TRRUST;ReMap
P49716,P01024,1052,718,CEBPD,C3,chromatin immunoprecipitation assay;inferred by curator,8385337,Homo sapiens,TRED;TRRUST;ReMap
P49716,Q14790,1052,841,CEBPD,CASP8,chromatin immunoprecipitation assay;inferred by curator,24810056,Homo sapiens,GTRD;TRRUST;ReMap
P49716,P78556,1052,6364,CEBPD,CCL20,inferred by curator,23028973,Homo sapiens,TRRUST
P49716,P09341,1052,2919,CEBPD,CXCL1,inferred by curator,23028973,Homo sapiens,TRRUST
P49716,P11511,1052,1588,CEBPD,CYP19A1,inferred by curator,11994385,Homo sapiens,TRED;TRRUST
P49716,P35638,1052,1649,CEBPD,DDIT3,chromatin immunoprecipitation assay;inferred by curator,20971808;22347430,Homo sapiens,GTRD;TRRUST;ReMap
P49716,O95257,1052,10912,CEBPD,GADD45G,inferred by curator,11012671,Homo sapiens,TRED;TRRUST
P49716,Q9NPF7,1052,51561,CEBPD,IL23A,chromatin immunoprecipitation assay;inferred by curator,23028973,Homo sapiens,TRRUST;ReMap
P49716,P16234,1052,5156,CEBPD,PDGFRA,inferred by curator,11278956,Homo sapiens,TRRUST
P49716,Q01860,1052,5460,CEBPD,POU5F1,inferred by curator,15284209,Homo sapiens,TRED;TRRUST
P49716,P37231,1052,5468,CEBPD,PPARG,inferred by curator,10649448;18619497;20971808,Homo sapiens,TRRUST
P49716,P01236,1052,5617,CEBPD,PRL,inferred by curator,10455153,Homo sapiens,TRRUST
P49716,P00441,1052,6647,CEBPD,SOD1,chromatin immunoprecipitation assay;inferred by curator,20385105,Homo sapiens,TRRUST;ReMap
P49716,P01375,1052,7124,CEBPD,TNF,inferred by curator,10629048,Homo sapiens,TRED;TRRUST
P49716,P98066,1052,7130,CEBPD,TNFAIP6,chromatin immunoprecipitation assay;inferred by curator,23028973,Homo sapiens,GTRD;TRRUST
Q15744,P15976,1053,2623,CEBPE,GATA1,inferred by curator,12202480,Homo sapiens,TRED;TRRUST
Q15744,P02788,1053,4057,CEBPE,LTF,inferred by curator,12522000,Homo sapiens,TRED;TRRUST
Q15744,P08253,1053,4313,CEBPE,MMP2,inferred by curator,19853299,Homo sapiens,TRRUST
Q15744,P01106,1053,4609,CEBPE,MYC,inferred by curator,12947005,Homo sapiens,TRED;TRRUST
Q15744,P13727,1053,5553,CEBPE,PRG2,inferred by curator,12202480,Homo sapiens,TRRUST
Q15744,P17947,1053,6688,CEBPE,SPI1,inferred by curator,12202480,Homo sapiens,TRED;TRRUST
P53567,P68871,1054,3043,CEBPG,HBB,inferred by curator,15833715,Homo sapiens,TRRUST
P53567,P35247,1054,6441,CEBPG,SFTPD,inferred by curator,11912209,Homo sapiens,TRED;TRRUST
Q03701,P25054,10153,324,CEBPZ,APC,inferred by curator,15087381,Homo sapiens,TRRUST
Q03701,P08123,10153,1278,CEBPZ,COL1A2,inferred by curator,8910550,Homo sapiens,TRRUST
Q03701,P10144,10153,3002,CEBPZ,GZMB,inferred by curator,9857074,Homo sapiens,TRRUST
Q14839,P11912,1108,973,CHD4,CD79A,inferred by curator,23071088,Homo sapiens,TRRUST
Q14839,O76064,1108,9025,CHD4,RNF8,inferred by curator,22531782,Homo sapiens,TRRUST
Q9HCK8,P38398,57680,672,CHD8,BRCA1,chromatin immunoprecipitation assay;inferred by curator,16949368,Homo sapiens,TRRUST;ReMap
Q9HCK8,O96020,57680,9134,CHD8,CCNE2,chromatin immunoprecipitation assay;inferred by curator,19255092,Homo sapiens,TRRUST;ReMap
Q9HCK8,O43364,57680,3199,CHD8,HOXA2,inferred by curator,20085832,Homo sapiens,TRRUST
Q9HCK8,P01106,57680,4609,CHD8,MYC,chromatin immunoprecipitation assay;inferred by curator,16949368,Homo sapiens,TRRUST;ReMap
Q9HCK8,P04818,57680,7298,CHD8,TYMS,chromatin immunoprecipitation assay;inferred by curator,19255092,Homo sapiens,TRRUST;ReMap
P33076,P02452,4261,1277,CIITA,COL1A1,inferred by curator,16439692,Homo sapiens,TRRUST
P33076,P08123,4261,1278,CIITA,COL1A2,inferred by curator,16439692;15247294,Homo sapiens,TRRUST
P33076,Q92793,4261,1387,CIITA,CREBBP,inferred by curator,9858618,Homo sapiens,TRRUST
P33076,P48023,4261,356,CIITA,FASLG,inferred by curator,14563113,Homo sapiens,TRRUST
P33076,P30443,4261,3105,CIITA,HLA-A,inferred by curator,10329350,Homo sapiens,TRRUST
P33076,P30459,4261,-,CIITA,HLA-A,inferred by curator,10329350,Homo sapiens,TRRUST
P33076,P16188,4261,-,CIITA,HLA-A,inferred by curator,10329350,Homo sapiens,TRRUST
P33076,P16189,4261,-,CIITA,HLA-A,inferred by curator,10329350,Homo sapiens,TRRUST
P33076,P01892,4261,-,CIITA,HLA-A,inferred by curator,10329350,Homo sapiens,TRRUST
P33076,P04439,4261,3105,CIITA,HLA-A,inferred by curator,10329350,Homo sapiens,TRRUST
P33076,P01891,4261,-,CIITA,HLA-A,inferred by curator,10329350,Homo sapiens,TRRUST
P33076,P10316,4261,-,CIITA,HLA-A,inferred by curator,10329350,Homo sapiens,TRRUST
P33076,Q09160,4261,-,CIITA,HLA-A,inferred by curator,10329350,Homo sapiens,TRRUST
P33076,P13746,4261,-,CIITA,HLA-A,inferred by curator,10329350,Homo sapiens,TRRUST
P33076,P30447,4261,-,CIITA,HLA-A,inferred by curator,10329350,Homo sapiens,TRRUST
P33076,P05534,4261,-,CIITA,HLA-A,inferred by curator,10329350,Homo sapiens,TRRUST
P33076,P18462,4261,-,CIITA,HLA-A,inferred by curator,10329350,Homo sapiens,TRRUST
P33076,P30450,4261,-,CIITA,HLA-A,inferred by curator,10329350,Homo sapiens,TRRUST
P33076,P30512,4261,-,CIITA,HLA-A,inferred by curator,10329350,Homo sapiens,TRRUST
P33076,P10314,4261,-,CIITA,HLA-A,inferred by curator,10329350,Homo sapiens,TRRUST
P33076,P30453,4261,-,CIITA,HLA-A,inferred by curator,10329350,Homo sapiens,TRRUST
P33076,P30455,4261,-,CIITA,HLA-A,inferred by curator,10329350,Homo sapiens,TRRUST
P33076,P30456,4261,-,CIITA,HLA-A,inferred by curator,10329350,Homo sapiens,TRRUST
P33076,P16190,4261,-,CIITA,HLA-A,inferred by curator,10329350,Homo sapiens,TRRUST
P33076,P30457,4261,-,CIITA,HLA-A,inferred by curator,10329350,Homo sapiens,TRRUST
P33076,P30498,4261,-,CIITA,HLA-B,inferred by curator,11053628,Homo sapiens,TRRUST
P33076,Q29718,4261,-,CIITA,HLA-B,inferred by curator,11053628,Homo sapiens,TRRUST
P33076,P01889,4261,3106,CIITA,HLA-B,inferred by curator,11053628,Homo sapiens,TRRUST
P33076,P30461,4261,-,CIITA,HLA-B,inferred by curator,11053628,Homo sapiens,TRRUST
P33076,P30466,4261,-,CIITA,HLA-B,inferred by curator,11053628,Homo sapiens,TRRUST
P33076,P03989,4261,-,CIITA,HLA-B,inferred by curator,11053628,Homo sapiens,TRRUST
P33076,Q95365,4261,-,CIITA,HLA-B,inferred by curator,11053628,Homo sapiens,TRRUST
P33076,Q04826,4261,-,CIITA,HLA-B,inferred by curator,11053628,Homo sapiens,TRRUST
P33076,P30480,4261,-,CIITA,HLA-B,inferred by curator,11053628,Homo sapiens,TRRUST
P33076,P30486,4261,-,CIITA,HLA-B,inferred by curator,11053628,Homo sapiens,TRRUST
P33076,P10319,4261,-,CIITA,HLA-B,inferred by curator,11053628,Homo sapiens,TRRUST
P33076,Q29940,4261,-,CIITA,HLA-B,inferred by curator,11053628,Homo sapiens,TRRUST
P33076,P30460,4261,-,CIITA,HLA-B,inferred by curator,11053628,Homo sapiens,TRRUST
P33076,P30462,4261,-,CIITA,HLA-B,inferred by curator,11053628,Homo sapiens,TRRUST
P33076,P18463,4261,-,CIITA,HLA-B,inferred by curator,11053628,Homo sapiens,TRRUST
P33076,P30475,4261,-,CIITA,HLA-B,inferred by curator,11053628,Homo sapiens,TRRUST
P33076,P30479,4261,-,CIITA,HLA-B,inferred by curator,11053628,Homo sapiens,TRRUST
P33076,P30481,4261,-,CIITA,HLA-B,inferred by curator,11053628,Homo sapiens,TRRUST
P33076,P30483,4261,-,CIITA,HLA-B,inferred by curator,11053628,Homo sapiens,TRRUST
P33076,P30484,4261,-,CIITA,HLA-B,inferred by curator,11053628,Homo sapiens,TRRUST
P33076,P30485,4261,-,CIITA,HLA-B,inferred by curator,11053628,Homo sapiens,TRRUST
P33076,P30487,4261,-,CIITA,HLA-B,inferred by curator,11053628,Homo sapiens,TRRUST
P33076,P30490,4261,-,CIITA,HLA-B,inferred by curator,11053628,Homo sapiens,TRRUST
P33076,P30491,4261,-,CIITA,HLA-B,inferred by curator,11053628,Homo sapiens,TRRUST
P33076,P30488,4261,-,CIITA,HLA-B,inferred by curator,11053628,Homo sapiens,TRRUST
P33076,P30495,4261,-,CIITA,HLA-B,inferred by curator,11053628,Homo sapiens,TRRUST
P33076,P18465,4261,-,CIITA,HLA-B,inferred by curator,11053628,Homo sapiens,TRRUST
P33076,Q29836,4261,-,CIITA,HLA-B,inferred by curator,11053628,Homo sapiens,TRRUST
P33076,P30492,4261,-,CIITA,HLA-B,inferred by curator,11053628,Homo sapiens,TRRUST
P33076,Q31612,4261,-,CIITA,HLA-B,inferred by curator,11053628,Homo sapiens,TRRUST
P33076,Q31610,4261,-,CIITA,HLA-B,inferred by curator,11053628,Homo sapiens,TRRUST
P33076,P30464,4261,-,CIITA,HLA-B,inferred by curator,11053628,Homo sapiens,TRRUST
